Email IDs,Email Text,Email Type
bmesrv.com,"lng contracts i am seeking information on where to find copies of lng contracts that were previously in the domain of the old enron international company . enron north america will be establishing a risk book to manage lng positions on a worldwide basis and we need copies of all contracts to set this up . these contracts may or may not be related to the dabhol project . if you can provide guidance or information as to where to find these contracts , i would appreciate it . you may respond via email or call me at 713 - 853 - 6079 in houston . thank you for your attention .",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmesrv.com,need your pills ? we have it scrawl mohawk redshank scabrous showroom monitory wattle want a prescription medication ? find it here ! we have all medications you may possibly need ! you name it ! we have it ! stop receiving promotional material now aurora dissipate downward sprinkle gaberones healthy capacious,Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmesrv.com,"Get ready for the most amazing site you will ever see!Click on this link NOW!
http://64.227.161.52/archives/index2.html
http://64.227.161.52/remove/
sheryl-lee.m
",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.org,"ces deal clean - up i will need to make these changes in sitara . on some of these deals it will require me to go in and copy the ticket to a new ticket to move december 2000 forward . these changes will be made this afternoon . if you have questions or concerns please call met at x 3 - 3048 . - - - - - - - - - - - - - - - - - - - - - - forwarded by elizabeth l hernandez / hou / ect on 12 / 05 / 2000 07 : 50 am - - - - - - - - - - - - - - - - - - - - - - - - - - - cyndie balfour - flanagan @ enron 12 / 04 / 2000 05 : 21 pm to : elizabeth l hernandez / hou / ect @ ect cc : jeffrey c gossett / hou / ect @ ect , linda s bryan / hou / ect @ ect subject : ces deal clean - up listed below are deals for which we have rec ' d consent to assignment , but are still showing in sitara as ces deals . please make the necessary changes . cp name ( as showing in sitara ) ' new ' cp name deal # date consent executed ces - entergy new orleans , inc entergy new orleans , inc 140327 08 / 09 / 00 ces - entergy new orleans , inc entergy new orleans , inc 140330 08 / 09 / 00 ces - entergy new orleans , inc entergy new orleans , inc 140332 08 / 09 / 00 ces - entergy new orleans , inc entergy new orleans , inc 140334 08 / 09 / 00 ces - entergy new orleans , inc entergy new orleans , inc 140336 08 / 09 / 00 ces - entergy new orleans , inc entergy new orleans , inc 140337 08 / 09 / 00 ces - flash gas & oil southwest inc . flash gas & oil southwest inc . 263609 08 / 03 / 00 ces - hunt , lydia hunt , lydia 263650 09 / 06 / 00 ces - james e . brummage james e . brummage 220339 05 / 05 / 00 ces - lakeland , city of lakeland , city of 142035 08 / 07 / 00 ces - lakeland , city of lakeland , city of 142036 08 / 07 / 00 ces - lakeland , city of lakeland , city of 142037 08 / 07 / 00 ces - ochs bros . ochs bros . 229857 05 / 19 / 00",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nfs1-cluster1-med1.carpediem-it.co.uk,"we will get you a new car bait - excelled @ em . ca can ' t view the graphics in this email ? please see here if you would prefer not to receive email advertisements from this advertiser in the future , visit us here . this message is a solicitation . if you wish to opt - out from further e - mails , please go here . you can also write to us at : opt - out department 6311 van nuys blvd # 403 van nuys , ca 91401",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sh58.surpasshosting.com,"On Friday, July 26, 2002, at 12:19 PM, James Rogers wrote:> On Fri, 2002-07-26 at 11:50, Ian Andrew Bell wrote:
>> The ruling class, whether you define them as government or business
>> (what's the difference?) knows full well where that money is.  It's
>> lining their pockets, buying their hobby ranches, and financing
>> their private jets.
>>
>> Neither has any interest in the welfare of the working class.
>
> Yes, and the working class deserves what it gets, and possibly not even
> that.  For the most part, people become wealthy by not being stupid.  I
> always thought ""not being stupid (most of the time)"" was a fairly low
> bar, but apparently most people can't even manage that.This isn't particularly well-founded logic.  What you're saying is 
that ""most rich people are smart"" and that the latter is causal to 
the former.  By implication, then, you would say that ""most poor 
people are stupid"".  This is true, statistically, because most 
people are poor and most people are also stupid.  However there's 
nothing to indicate a causal link there.  So being smart isn't the 
only mechanical requirement to eternal wealth because, obviously, 
most of the members of this list would be rich.Being smart, for example, has made Stephen Hawking famous and 
respected, but he's not particularly rich.  Jennifer Lopez is by 
all accounts a complete moron.  In fact, spend a weekend in Beverly 
Hills and you will encounter vast numbers of people who are 
profoundly stupid driving Rolls Royces and shopping at PRADA.The working class IS the market and the working class IS where 
wealth is created.  The working class makes long-distance calls, 
buys food processors and computers and clothes, and attaches the 
value to goods which allows them to be commodified.  The working 
class saves money, buys Retirement Savings Plans, and invests in 
mutual funds which increases the flow of capital through the 
investment funnel.The economic system of the first world is designed to strike a 
delicate balance between incentivizing the ruling class to support 
wealth-expanding through technological innovation or the 
development of new markets.  At the 100,000 foot level, recessions 
and depressions are created when more wealth is sucked from the 
whirlpool than can be supported by the working class through 
investment and consumption.And the people draining the hot tub are the folks in the ruling 
class -- people like Ken Lay, Dick Cheney, Bernie Ebbers, et al -- 
and they simply got too greedy and caused a bubble in the 
hydraulics that increased the pressure for a time, but ultimately 
wasn't sustainable.And the money that was lost did not come from the ruling class.  It 
came from the RSP's and the Equity funds and the Investments of 
individual working class -- people who believed these reports and 
invested.  The wealth of the ruling class was largely pulled out by 
the time such investments were exposed to the workers.So, is the lower caste necessarily stupid for saving money or 
investing in retirement plans?  I don't think so.  Are they stupid 
for buying clothes and automobiles?  I don't think so.At the granular level, the notion that ""most rich people are rich 
because they're smart"" is so anecdotal and naive that it's not 
worth arguing about, so I won't.  Still, a compelling point worth 
some clarification.-Ian.http://xent.com/mailman/listinfo/fork
",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charter.net,"did you pick it up yet ? good day , check for more info below : http : / / caclickbutton . info regards , delores kinsella green strawberry cyan watermellon that dentist is not enjoying writing near my home . . i was missing jumping . . did those bus drivers regret singing ? . i don ' t miss jumping for three or four weeks . .",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verizon.net,"offce x * p professional $ 60 legal operating systems for a third of the pr ! ce we have everything ! wlndows x * p pro + office x . p pro for as low as 80 do / / ars full report the offer is valid till december 29 th stock is limited updates your details leonard lund dyer shanwears , sialkot 51310 , pakistan phone : 189 - 219 - 1212 mobile : 716 - 747 - 6519 email : zacrek @ freedomnet . com this message is beng sent to confirm your account . please do not reply directly to this message this download is a 88 minute usage shareware notes : the contents of this note is for usage and should not be dyne rotarian agatha aristotelian banquet time : mon , 20 dec 2004 04 : 18 : 33 - 0500",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hotmail.com,"On Tue, Aug 13, 2002 at 09:55:49AM +0100, Ryan, Shane wrote:
> distro.  There's even a tarball[1] with thissegfault.  core dumped.-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comcast.net,"prooblem solved hello , welcome to pharmonlin glycerin e ratepayer shop - one of the leading oniine pharmaceutical sho infantry ps lurking v operational g resole al l punctated l l textual a r selfheal a pastorali cl streptococci isv lockage a u fossilize m andmanyother . - save over 50 weddingdress % - worldwide shl remunerative pplng - total confident depict iaiity - over negligent 5 miiiion customers in 130 countries have a irresolute nice day !",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aol.com,"what ' s up , then ? and a very good morning to you ! : ) sau bul",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User,"
Alarms, New Hours .htm
<!--
 /* Style Definitions */
p.MsoNormal, li.MsoNormal, div.MsoNormal
	{mso-style-parent:"""";
	margin:0in;
	margin-bottom:.0001pt;
	mso-pagination:widow-orphan;
	font-size:12.0pt;
	font-family:""Times New Roman"";
	mso-fareast-font-family:""Times New Roman"";}
p
	{font-size:12.0pt;
	font-family:""Times New Roman"";
	mso-fareast-font-family:""Times New Roman"";}
@page Section1
	{size:8.5in 11.0in;
	margin:1.0in 1.25in 1.0in 1.25in;
	mso-header-margin:.5in;
	mso-footer-margin:.5in;
	mso-paper-source:0;}
div.Section1
	{page:Section1;}
-->Â 
U.S. HOMEOWNERS
CALL TODAY TO QUALIFY FOR 
A FREE HOME SECURITY SYSTEM
1-800-775-0738
Â 
Â 
Â 
America's most trusted 
security system... 
The most 
comprehensive 
security package 
ever offered FREE!
Â 
Over 135,000 
Families made 
the right 
choice!
Â 
Â 
Â 
In these
  troubled times, your family's safety is more important than ever! Defend your family
  against the threat of home invasion and forced entry. Make sure you're
  prepared to get help in the event of an emergency. Take advantage of
  the following special offer.
For a limited time you
  can receive our home security system, THE
  most comprehensive home security package ever offered for FREE!Â  You must call the Toll Free number
  below to qualify for this Special Offer.
You
  don't have to be a victim!Â  Intelligent homeowners are
  awakening to one undeniable fact. Studies show burglars will commit crimes
  somewhere else when confronted with a monitored security system.Â Our
  home security system provides ultimate protection for your family and home,
  24-hours each and every day. The bad guys will have to go elsewhere to find
  their victim.
State-of-the-art
  wireless technology! Â Our security system is advanced
  wireless technology which enables a clean installation in approximately one hour.
  No holes to drill, no unsightly wires to run.
Replacement parts
  (probably never needed) are also free,
  with your Lifetime Guaranteed Parts
  Replacement Warranty for as long as your home is monitored by our
  authorized UL listed monitoring facility. That tells you the confidence we
  place in our product's quality.
We are
  absolutely confident our security system provides the
  necessary deterrence and detection your home needs. To prove it, The company will pay your insurance deductible (Up to
  $250.00) in the unlikely event you suffer a loss from an unwanted
  intrusion. You also may be eligible for up to
  20% in insurance premium discounts.
To
  see if you qualify for this exciting offer, simply phone the toll free number
  below, answer a few simple questions, andÂ possibly have your new home
  security system installed, in your home, within 48 hours.
Â 
Â 
Call NOW !!Â Â  
1-800-775-0738
Operators are on duty 10:00 AM to 10:00 PM
  EDT Monday-Friday,
10:00 AM to 2:00 PM EDT on Saturday
Â 
Â 
Â 
Â 
Your system will include the following:
* No Connection Fee * 10 Doors/Windows
  Protected * Lifetime Warranty * Wireless-no drilling,
  no mess *You own the System! *Pages you when the
  kids get Home *Rechargeable Battery Backup * Yard Signs and Window
  Decals
Remember,Â 
  the system is Free and could save you as much as 20% on your Homeowners
  Insurance.Â  This is a limited time offer, so call now to
  qualify for your FREE HOME SECURITY SYSTEM.
Call Today! 
10:00 AM to 10:00 PM
  EDT Monday-Friday,
10:00 AM to 2:00 PM EDT on Saturday
Â 
1-800-775-0738
To be removed from future mailings,
  click 'Reply', typeÂ 'Remove' as your subject, and send.Â Â 
Â ",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
